,line,X,Y
54,"['хвилина', 'космос', 'замовкнути', 'двигун', 'зникнути', 'проте']",3.9353789232120047,-4.03238904971173
55,"['електричний', 'ліхтар', 'газета', 'писати', 'двигун', 'марка']",-8.446789420650731,0.4258146512023228
56,"['нема', 'однак', 'двигун', 'лишитися', 'приємний', 'спогад']",-2.5237678946512268,-4.25675104837174
57,"['розум', 'саме', 'двигун', 'запорожець', 'дещо', 'пояснити']",-4.05455591722049,-1.957696939428301
58,"['космонавт', 'перше', 'ніж', 'двигун', 'ракета', 'гриміти', 'знання', 'праця']",3.258194123614005,1.9309277649889793
59,"['мотор', 'сьогодні', 'працювати', 'двигун', 'дозволяти', 'тон']",-2.2059814748922166,-1.3127594054336906
60,"['майбутній', 'досягнення', 'галузь', 'двигун', 'німеччина', 'крайнєв']",-0.8316909434091715,12.371588315799166
61,"['подумати', 'ракета', 'надто', 'двигун', 'майбутній', 'належати', 'мотор']",2.4659160348375826,-0.02376647270290924
62,"['теорія', 'політ', 'літак', 'двигун', 'проблема', 'доводити']",5.957738528165554,8.713743449640559
63,"['швидкість', 'літак', 'двигун', 'звичайний', 'літак', 'майже']",10.083517268041973,1.2234478742433994
64,"['дані', 'майбутній', 'двигун', 'крайнєв', 'принести', 'несподівано']",-3.9128805343729027,1.971828554312697
65,"['одразу', 'почути', 'двигун', 'петро', 'підняти', 'апарат']",1.0129090994433863,-6.752163290095827
66,"['ледве', 'петро', 'двигун', 'відчути', 'чомусь', 'сумно']",-0.026115992308493204,-9.316109967869236
67,"['штучний', 'супутник', 'управління', 'двигун', 'напрямок', 'рух']",6.595574157355406,6.394114995550738
68,"['змогти', 'нарешті', 'вічний', 'двигун', 'педро', 'лишитися', 'задоволений']",-1.4562007900043525,-6.044948991232156
69,"['швидше', 'вічний', 'двигун', 'заспокоїти', 'хитрий', 'гуго']",-2.92236335854386,-9.565351371279922
70,"['хитрий', 'гуго', 'вічний', 'двигун', 'поспішати', 'мовити']",-3.1126149247650727,-8.816128507890914
71,"['зелений', 'автобус', 'рухатися', 'допомога', 'двигун', 'внутрішній']",6.465689835990061,0.5509962969501735
72,"['сучасний', 'судно', 'потужний', 'двигун', 'федя', 'ловити']",8.480630066059852,2.5579855286625555
73,"['смуга', 'мить', 'зупинитися', 'двигун', 'дрібний', 'пройти', 'машина']",5.975520026544705,-6.833605562602231
74,"['займатися', 'камінь', 'вічний', 'двигун', 'залишатися', 'місяць']",-0.8443143178192777,-1.80454886079559
75,"['найбільший', 'відкриття', 'вічний', 'двигун', 'камінь', 'гуго']",-3.7744527674372383,-5.454427151652247
76,"['камінь', 'збудувати', 'вічний', 'двигун', 'втім', 'рація']",-4.227698709818541,-3.6086917369084754
77,"['рухатися', 'автомобіль', 'допомога', 'двигун', 'внутрішній', 'ніяк']",4.631865624150316,2.760881244463475
78,"['чудовий', 'космічний', 'корабель', 'атомний', 'двигун', 'атомний']",9.584892084366075,6.88321934981969
79,"['простір', 'зміна', 'звичайний', 'атомний', 'двигун', 'прийти', 'простий']",1.792395788414813,3.3656131913636425
80,"['простий', 'надзвичайно', 'потужний', 'двигун', 'працювати', 'скільки']",-0.7697510309155864,3.7350594140891085
81,"['капітан', 'посміхнутися', 'звичайний', 'двигун', 'працювати', 'рахунок', 'вибух']",-1.7672149576323077,0.615137177701348
